代號	名稱	成交量	開盤價	最高	最低	收盤價	漲跌 	本益比	連續漲跌	連續漲跌(%)
8201	無敵	454	12.55	12.85	12.45	12.50	0.00	7.53	跌→平	0.00%
8210	勤誠	382	69.5	71.3	69.4	71.0	+2.5	12.30	連3跌→漲	+3.65%
8213	志超	362	36.60	36.85	36.50	36.80	+0.35	4.16	連2漲	+1.38%
8215	明基材	964	29.60	30.25	29.60	30.20	+0.60	8.65	連5跌→漲	+2.03%
8249	菱光	43	20.90	21.00	20.80	20.85	+0.25	17.91	平→漲	+1.21%
8261	富鼎	3544	103.0	105.0	102.0	104.5	+3.0	12.11	連2漲	+4.50%
8271	宇瞻	250	39.30	39.90	39.10	39.80	+0.70	8.00	連3跌→漲	+1.79%
8499	鼎炫-KY	16	112.5	114.5	112.5	114.0	+1.5	7.59	連2漲	+1.79%
9912	偉聯	2084	12.90	13.85	12.20	13.85	+1.25	34.05	連2漲	+15.42%
*** 14	建材營造 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=14
1316	上曜	1164	14.30	14.60	14.25	14.50	+0.30	-	連3跌→漲	+2.11%
1436	華友聯	45	57.8	58.2	57.6	58.0	-0.1	15.70	連2跌	-0.85%
1438	三地開發	183	32.60	33.15	32.55	33.00	+0.50	67.71	連2平→漲	+1.54%
1442	名軒	40	22.20	22.20	22.00	22.15	+0.05	17.13	連2跌→漲	+0.23%
1453	大將	2202	20.00	20.70	19.85	20.15	+0.60	14.59	跌→漲	+3.07%
1456	怡華	42	16.65	16.95	16.65	16.85	-0.05	5.38	平→跌	-0.30%
1805	寶徠	55	11.40	12.65	11.40	12.25	+0.50	-	連2漲	+6.52%
1808	潤隆	90	65.0	65.0	63.9	64.4	+0.4	20.00	跌→漲	+0.63%
2501	國建	347	16.10	16.30	16.10	16.20	+0.10	29.27	連3跌→漲	+0.62%
2504	國產	3670	23.60	24.20	23.55	24.20	+0.75	6.27	連3跌→漲	+3.20%
2505	國揚	176	19.55	19.55	19.30	19.30	0.00	8.35	跌→平	0.00%
2506	太設	316	9.49	9.69	9.48	9.65	+0.26	-	跌→漲	+2.77%
2509	全坤建	39	14.85	14.95	14.85	14.95	+0.20	-	連3跌→漲	+1.36%
2511	太子	538	11.60	11.70	11.50	11.55	+0.05	16.43	平→漲	+0.43%
2515	中工	2166	8.82	8.92	8.82	8.90	+0.14	4.45	連3跌→漲	+1.60%
2516	新建	192	4.85	4.88	4.85	4.88	+0.03	13.47	平→漲	+0.62%
2520	冠德	856	26.80	27.15	26.55	26.95	+0.40	3.79	連3跌→漲	+1.51%
2524	京城	1026	36.85	37.35	36.50	37.20	+1.05	8.67	連4漲	+3.77%
2527	宏璟	86	25.05	25.15	24.95	25.15	+0.25	4.43	平→漲	+1.00%
2528	皇普	40	18.80	18.80	18.60	18.60	-0.20	13.72	連3跌	-4.86%
2530	華建	395	14.40	14.40	14.30	14.35	-0.05	-	漲→跌	-0.35%
2534	宏盛	2344	23.95	24.60	23.95	24.60	+0.65	10.64	連3跌→漲	+2.71%
2535	達欣工	207	29.85	30.00	29.65	30.00	+0.40	7.49	連2跌→漲	+1.35%
2536	宏普	516	21.10	21.30	21.05	21.15	+0.15	131.25	連3跌→漲	+0.71%
2537	聯上發	2828	8.12	8.14	8.06	8.10	-0.01	4.53	連2跌	-2.99%
2538	基泰	337	13.05	13.10	12.95	12.95	0.00	-	連3跌→平	0.00%
2539	櫻花建	184	33.00	33.10	32.80	33.10	+0.10	28.45	跌→漲	+0.30%
2540	愛山林	17	115.5	116.5	115.5	116.5	+2.0	20.16	連3跌→漲	+1.75%
2542	興富發	3398	45.75	45.90	45.60	45.85	+0.20	10.57	連2跌→漲	+0.44%
2543	皇昌	82	8.69	8.69	8.40	8.45	-0.01	5.29	連2跌	-1.86%
2545	皇翔	312	40.90	42.00	40.90	41.90	+1.00	4.13	連4跌→漲	+2.44%
2546	根基	82	50.0	51.1	50.0	51.1	+1.3	6.88	平→漲	+2.51%
2547	日勝生	184	9.22	9.23	9.19	9.21	+0.11	151.67	連3跌→漲	+1.21%
2548	華固	423	88.5	89.1	88.4	88.8	0.0	7.20	漲→平	0.00%
2597	潤弘	93	84.8	86.8	84.7	85.5	+0.7	8.87	連3跌→漲	+0.83%
2923	鼎固-KY	55	23.05	23.70	23.00	23.70	+1.10	21.32	跌→漲	+4.87%
3052	夆典	50	10.25	10.30	10.25	10.30	0.00	18.39	連3平	0.00%
3056	總太	1209	28.85	29.80	28.85	29.65	+0.80	-	連3漲	+4.04%
3266	昇陽	50	11.95	12.00	11.90	12.00	+0.25	12.24	連2跌→漲	+2.13%
3703	欣陸	1371	29.75	30.40	29.75	29.90	+0.35	7.60	跌→漲	+1.18%
5515	建國	50	12.20	12.35	12.20	12.35	+0.20	9.96	連3跌→漲	+1.65%
5519	隆大	1368	22.35	22.65	22.35	22.65	+0.30	8.07	連2跌→漲	+1.34%
5521	工信	173	6.82	6.86	6.81	6.85	+0.09	-	連3跌→漲	+1.33%
5522	遠雄	271	64.0	64.5	63.5	63.6	-0.4	7.37	連3漲→跌	-0.63%
5525	順天	21	23.60	23.80	23.55	23.60	+0.05	20.84	平→漲	+0.21%
5531	鄉林	194	9.17	9.25	9.13	9.19	+0.06	-	連2漲	+0.77%
5533	皇鼎	424	17.65	17.90	17.65	17.80	+0.25	3.21	跌→漲	+1.42%
5534	長虹	100	72.9	73.3	72.9	73.3	+0.5	9.12	連3漲	+2.23%
5546	永固-KY	15	53.9	54.0	53.9	53.9	+0.4	16.51	跌→漲	+0.75%
6177	達麗	200	26.90	27.10	26.90	26.95	+0.10	4.63	連3跌→漲	+0.37%
9906	欣巴巴	125	49.50	49.50	48.10	48.50	+0.40	9.16	連3漲	+1.89%
9946	三發地產	50	13.10	13.10	12.85	12.90	0.00	18.43	漲→平	0.00%
*** 15	航運業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=15
2208	台船	1954	18.05	18.55	17.90	18.35	+0.55	-	跌→漲	+3.09%
2603	長榮	123457	96.2	99.3	95.9	99.2	+5.2	1.63	連2漲	+6.44%
2605	新興	3029	22.80	23.40	22.80	23.05	+0.45	20.73	連3跌→漲	+1.99%
2606	裕民	3199	40.60	41.30	40.60	41.10	+0.65	6.34	連3跌→漲	+1.61%
2607	榮運	17419	31.10	31.40	30.15	30.40	0.00	20.82	連2漲→平	0.00%
2608	嘉里大榮	1074	43.15	43.15	42.10	42.10	-1.05	14.63	連5漲→跌	-2.43%
2609	陽明	62629	89.0	90.5	88.7	90.5	+3.0	1.52	連2漲	+4.02%
2610	華航	40878	21.40	21.75	21.35	21.75	+0.70	9.36	平→漲	+3.33%
2611	志信	1035	18.00	18.35	18.00	18.05	+0.40	12.26	跌→漲	+2.27%
2612	中航	339	39.05	39.90	39.05	39.65	+0.90	7.61	連4跌→漲	+2.32%
2613	中櫃	705	26.25	26.85	25.80	26.35	+0.55	14.25	連2漲	+3.54%
2615	萬海	14109	106.0	107.5	105.0	107.5	+3.5	1.96	連3跌→漲	+3.37%
2617	台航	775	27.40	27.85	27.40	27.80	+0.60	8.05	連4跌→漲	+2.21%
2618	長榮航	57438	31.05	31.85	30.95	31.70	+1.15	11.80	連2漲	+5.04%
2630	亞航	46	17.00	17.05	16.90	17.00	+0.05	130.38	連2漲	+0.59%
2633	台灣高鐵	3889	28.70	29.05	28.60	28.90	+0.45	61.85	連4跌→漲	+1.58%
2634	漢翔	15635	36.00	36.40	35.50	35.95	-0.05	33.03	連3跌	-5.89%
2636	台驊投控	859	85.9	87.2	85.9	87.0	+2.2	2.70	平→漲	+2.59%
2637	慧洋-KY	6497	66.6	67.7	66.6	67.5	+1.1	4.94	連3跌→漲	+1.66%
2642	宅配通	365	50.5	51.8	50.5	51.6	+1.7	23.00	連2漲	+3.93%
5607	遠雄港	792	48.50	49.75	47.60	49.75	+3.10	17.03	連3跌→漲	+6.65%
5608	四維航	3343	30.30	30.70	30.15	30.50	+0.65	3.99	連3跌→漲	+2.18%
8367	建新國際	31	33.85	34.10	33.85	34.00	+0.15	5.27	跌→漲	+0.44%
*** 16	觀光事業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=16
2701	萬企	35	11.90	11.90	11.85	11.90	+0.05	51.52	平→漲	+0.42%
2702	華園	835	27.15	28.55	27.15	28.00	+1.50	1.57	連3跌→漲	+5.66%
2704	國賓	239	33.05	33.45	33.00	33.05	0.00	-	漲→平	0.00%
2705	六福	297	16.10	16.25	15.95	16.25	+0.45	-	連2漲	+3.50%
2706	第一店	76	13.90	13.95	13.85	13.90	+0.05	60.22	連2跌→漲	+0.36%
2707	晶華	315	164.0	166.5	163.0	165.5	+1.5	9.67	連3跌→漲	+0.91%
2712	遠雄來	6	35.00	35.00	34.90	34.95	+0.40	-	跌→漲	+1.16%
2722	夏都	52	32.30	33.00	32.20	32.50	+0.75	138.04	連2漲	+3.83%
2723	美食-KY	519	98.8	101.5	98.8	101.5	+2.7	16.47	連2漲	+3.78%
2727	王品	213	115.0	118.5	115.0	118.0	+0.5	-	連3跌→漲	+0.43%
2731	雄獅	386	89.7	92.4	89.7	90.3	+0.8	-	連4跌→漲	+0.89%
2739	寒舍	16	22.20	22.20	21.90	22.05	-0.05	-	平→跌	-0.23%
2748	雲品	149	43.05	44.55	43.05	43.80	+0.75	358.75	連3跌→漲	+1.74%
2753	八方雲集	104	139.5	140.5	138.5	140.0	+2.5	16.31	連4跌→漲	+1.82%
5706	鳳凰	1513	58.8	61.7	58.8	60.2	+1.5	163.06	連4跌→漲	+2.56%
8462	柏文	7	121.0	121.5	121.0	121.5	+1.0	-	平→漲	+0.83%
8940	新天地	179	14.40	14.75	14.40	14.55	+0.55	-	連4跌→漲	+3.93%
9943	好樂迪	51	54.1	54.7	54.0	54.5	+0.4	284.74	連3跌→漲	+0.74%
*** 17	金融保險 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=17
2801	彰銀	7520	17.75	17.85	17.65	17.80	+0.25	19.94	連3跌→漲	+1.42%
2809	京城銀	881	34.60	35.30	34.60	35.25	+0.50	12.02	連2漲	+2.03%
2812	台中銀	1872	13.25	13.30	13.20	13.25	+0.10	12.06	連2漲	+1.53%
2816	旺旺保	63	16.10	16.15	16.00	16.15	+0.05	8.52	連2漲	+1.48%
2820	華票	493	15.80	15.80	15.60	15.75	+0.05	11.98	跌→漲	+0.32%
2832	台產	92	19.60	19.60	19.50	19.50	0.00	15.12	跌→平	0.00%
2834	臺企銀	21570	12.05	12.20	12.00	12.20	+0.20	15.19	連2漲	+2.52%
2836	高雄銀	1099	13.15	13.60	13.15	13.50	+0.45	16.31	平→漲	+3.45%
2836A	高雄銀甲特	95	22.70	22.85	22.65	22.80	-0.10	-	平→跌	-0.44%
2838	聯邦銀	810	12.90	13.15	12.90	13.15	+0.35	10.94	連7跌→漲	+2.73%
2838A	聯邦銀甲特	26	51.5	51.5	51.4	51.5	0.0	-	連2平	0.00%
2845	遠東銀	3685	11.30	11.40	11.30	11.40	+0.15	14.06	連2平→漲	+1.33%
2849	安泰銀	49	14.35	14.50	14.35	14.40	+0.20	11.36	連2跌→漲	+1.41%
2850	新產	107	51.8	52.5	51.8	52.4	+0.6	6.97	跌→漲	+1.16%
2851	中再保	600	21.10	21.60	21.10	21.60	+0.45	6.51	連2漲	+2.37%
2852	第一保	117	14.50	14.60	14.50	14.55	+0.05	7.29	跌→漲	+0.34%
2855	統一證	1104	15.45	15.90	15.45	15.90	+0.45	9.04	平→漲	+2.91%
2867	三商壽	2952	6.20	6.30	6.20	6.28	+0.12	-	連3跌→漲	+1.95%
2880	華南金	14394	22.95	23.40	22.95	23.30	+0.35	17.93	連3跌→漲	+1.53%
2881	富邦金	19838	56.0	57.2	56.0	57.0	+1.0	5.34	跌→漲	+1.79%
2881A	富邦特	47	61.1	61.3	61.1	61.3	+0.2	-	平→漲	+0.33%
2881B	富邦金乙特	60	60.3	60.4	60.3	60.4	0.0	-	連7平	0.00%
2881C	富邦金丙特	10	59.3	59.3	59.2	59.2	0.0	-	跌→平	0.00%
2882	國泰金	20168	45.40	45.80	45.30	45.75	+0.90	5.67	跌→漲	+2.01%
2882A	國泰特	49	60.6	60.6	60.6	60.6	0.0	-	連5平	0.00%
2882B	國泰金乙特	11	60.4	60.5	60.2	60.5	0.0	-	連9平	0.00%
2883	開發金	75880	12.90	13.45	12.90	13.35	+0.50	6.80	平→漲	+3.89%
2883B	開發金乙特	2861	8.40	8.41	8.38	8.41	+0.01	-	連3跌→漲	+0.12%
2884	玉山金	11908	27.30	27.60	27.30	27.55	+0.25	18.57	連2漲	+1.29%
2885	元大金	21919	20.30	20.70	20.30	20.70	+0.50	7.74	連2漲	+2.73%
2886	兆豐金	17120	36.10	36.10	35.80	35.85	+0.20	18.96	連2漲	+0.70%
2887	台新金	17093	15.75	15.85	15.70	15.80	+0.20	10.61	連3跌→漲	+1.28%
2887E	台新戊特	46	51.6	51.7	51.6	51.7	+0.1	-	跌→漲	+0.19%
2887F	台新戊特二	35	49.75	49.75	49.75	49.75	-0.05	-	連3跌	-0.30%
2887Z1	台新己特	558	16.75	16.85	16.75	16.75	+0.05	-	平→漲	+0.30%
2888	新光金	29132	8.50	8.59	8.50	8.59	+0.10	7.38	跌→漲	+1.18%
2888A	新光金甲特	16	39.80	39.80	39.75	39.80	0.00	-	連3平	0.00%
2888B	新光金乙特	47	39.75	39.75	39.70	39.70	-0.05	-	連2跌	-0.25%
2889	國票金	3262	13.25	13.30	13.15	13.20	-0.10	13.57	平→跌	-0.75%
2890	永豐金	30863	16.90	17.15	16.80	17.10	+0.30	11.67	平→漲	+1.79%
2891	中信金	37267	22.50	23.05	22.45	23.00	+0.75	8.76	連3跌→漲	+3.37%
2891B	中信金乙特	-	-	-	-	-	-	-	-	-
2891C	中信金丙特	7	60.0	60.1	60.0	60.1	0.0	-	連4平	0.00%
2892	第一金	11782	25.55	25.75	25.55	25.65	+0.10	16.81	連2漲	+0.74%
2897	王道銀行	3158	8.06	8.20	8.06	8.18	+0.12	12.40	連3跌→漲	+1.49%
2897A	王道銀甲特	3	10.00	10.00	10.00	10.00	0.00	-	跌→平	0.00%
5876	上海商銀	3661	50.5	51.1	50.1	51.1	+1.2	15.74	跌→漲	+2.40%
5880	合庫金	15034	27.35	27.70	27.35	27.65	+0.30	18.36	平→漲	+1.10%
6005	群益證	2572	11.35	11.50	11.30	11.50	+0.35	5.72	平→漲	+3.14%
6024	群益期	58	35.00	35.45	35.00	35.30	+0.30	15.15	連3跌→漲	+0.86%
*** 18	貿易百貨 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=18
1432	大魯閣	209	12.15	12.35	12.15	12.30	+0.15	-	連2漲	+3.80%
2601	益航	1912	9.18	9.35	9.18	9.25	+0.19	29.23	連3跌→漲	+2.10%
2901	欣欣	36	23.65	24.10	23.65	23.80	+0.10	296.25	連2漲	+0.85%
2903	遠百	229	18.55	18.70	18.55	18.65	+0.10	25.07	連3跌→漲	+0.54%
2905	三商	221	17.60	17.85	17.60	17.80	+0.20	-	連2跌→漲	+1.14%
2906	高林	1492	19.15	19.75	19.10	19.55	+0.50	34.02	跌→漲	+2.62%
2908	特力	161	21.65	21.70	21.50	21.65	+0.05	14.03	平→漲	+0.23%
2910	統領	111	30.60	30.65	30.30	30.30	-0.10	47.50	平→跌	-0.33%
2911	麗嬰房	159	6.62	6.72	6.59	6.59	-0.03	-	漲→跌	-0.45%
2912	統一超	1035	279.0	283.0	275.5	279.0	+7.0	34.00	跌→漲	+2.57%
2913	農林	265	18.70	18.95	18.70	18.85	+0.15	-	連3跌→漲	+0.80%
2915	潤泰全	6591	63.7	65.3	63.6	65.0	+1.3	3.42	連2跌→漲	+2.04%
2929	淘帝-KY	951	11.45	12.25	11.40	12.25	+1.10	-	連3跌→漲	+9.87%
2939	凱羿-KY	7	32.55	33.00	32.50	33.00	+0.45	-	連2漲	+2.17%
2945	三商家購	15	47.15	47.20	46.60	46.60	-0.35	18.13	連2漲→跌	-0.75%
4807	日成-KY	8	21.50	21.70	21.50	21.70	0.00	7.61	連3跌→平	0.00%
5906	台南-KY	3	32.60	32.60	32.60	32.60	+0.20	10.13	連2漲	+3.82%
5907	大洋-KY	21	14.95	14.95	14.65	14.85	+0.05	-	平→漲	+0.34%
8429	金麗-KY	73	9.20	9.37	9.20	9.33	+0.14	-	連4跌→漲	+1.52%
8443	阿瘦	82	11.65	11.90	11.65	11.90	+0.20	-	連5跌→漲	+1.71%
8454	富邦媒	569	725	760	725	760	+36	40.29	連4跌→漲	+4.97%
*** 19	綜合 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=19
*** 20	其他 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=20
1342	八貫	63	65.7	66.5	65.6	66.2	+0.8	13.94	連4跌→漲	+1.22%
1416	廣豐	84	10.30	10.30	10.25	10.25	+0.05	21.70	平→漲	+0.49%
1435	中福	14	53.2	53.2	51.2	51.3	-3.7	54.46	連2跌	-10.00%
1437	勤益控	121	24.65	24.90	24.60	24.85	+0.20	12.33	連3漲	+2.69%
1443	立益	13	16.40	16.40	16.20	16.35	+0.10	7.97	連2漲	+0.93%
1516	川飛	110	23.95	24.25	23.75	24.00	+0.15	14.03	連4跌→漲	+0.63%
2062	橋椿	159	26.75	27.00	26.50	26.65	+0.25	7.02	連2漲	+1.52%
2348	海悅	80	77.0	77.0	75.7	76.2	+1.3	6.79	連2跌→漲	+1.74%
2348A	海悅甲特	1	36.85	36.85	36.85	36.85	+0.25	-	平→漲	+0.68%
2358	廷鑫	471	16.80	16.85	16.40	16.70	+0.30	11.31	連3跌→漲	+1.83%
2443	昶虹	40	3.35	3.42	3.26	3.36	+0.01	-	連2跌→漲	+0.30%
2496	卓越	39	47.30	47.50	47.00	47.00	-0.25	15.44	漲→跌	-0.53%
2514	龍邦	197	16.95	17.10	16.80	17.00	+0.10	10.97	連3漲	+1.49%
2614	東森	1777	24.15	24.35	24.10	24.15	+0.40	16.05	連4跌→漲	+1.68%
2904	匯僑	52	21.30	22.10	21.10	21.10	0.00	24.25	連2平	0.00%
3040	遠見	18	29.60	30.00	29.50	29.55	-0.10	17.54	漲→跌	-0.34%
3557	嘉威	37	69.6	69.6	67.7	68.2	-0.3	9.31	連3跌	-2.71%
4536	拓凱	174	142.0	144.5	142.0	144.0	+3.0	14.39	連3跌→漲	+2.13%
5284	jpp-KY	348	50.8	51.2	49.45	50.5	+0.6	17.39	連5漲	+10.50%
5306	桂盟	80	148.5	153.5	148.5	153.0	+4.5	9.35	連4跌→漲	+3.03%
5871	中租-KY	3839	208.0	216.0	207.5	216.0	+11.5	13.72	連2漲	+6.14%
5871A	中租-KY甲特	32	99.4	99.4	99.3	99.4	0.0	-	連2平	0.00%
6165	浪凡	69	29.15	29.15	28.00	28.30	+0.40	11.82	連2跌→漲	+1.43%
6184	大豐電	15	48.50	48.70	48.50	48.55	+0.35	11.53	連3跌→漲	+0.73%
6464	台數科	3	83.0	83.0	82.5	82.5	+0.3	10.04	連2跌→漲	+0.36%
6504	南六	21	81.6	82.0	81.5	81.7	+0.3	370.00	跌→漲	+0.37%
6581	鋼聯	314	86.2	88.5	86.2	87.2	-1.8	11.19	連3跌	-3.54%
6585	鼎基	72	67.5	68.3	67.1	68.2	+1.0	14.77	連2漲	+1.79%
6592	和潤企業	539	103.0	105.0	103.0	104.5	+2.5	16.29	連2漲	+2.96%
6625	必應	8	28.60	28.85	28.60	28.60	+0.05	-	連3漲	+2.14%
6641	基士德-KY	10	58.0	59.2	58.0	59.2	+1.2	9.51	平→漲	+2.07%
6655	科定	14	133.0	133.0	130.0	131.0	+1.0	15.93	平→漲	+0.77%
6670	復盛應用	466	184.5	189.0	184.0	188.5	+5.5	9.25	跌→漲	+3.01%
6671	三能-KY	8	41.00	41.00	41.00	41.00	+0.10	12.78	跌→漲	+0.24%
6754	匯僑設計	53	43.30	43.30	42.50	42.70	+0.50	11.05	跌→漲	+1.18%
6768	志強-KY	143	68.7	71.4	68.7	71.1	+2.5	19.06	連2跌→漲	+3.64%
6806	森崴能源	442	77.8	80.2	77.8	80.1	+2.3	48.32	平→漲	+2.96%
6807	峰源-KY	12	27.90	27.95	27.40	27.70	-0.05	5.89	連2跌	-1.60%
8033	雷虎	351	16.30	16.50	16.25	16.50	+0.25	147.73	連3跌→漲	+1.54%
8341	日友	83	182.0	182.0	180.5	181.5	+0.5	19.61	連2漲	+0.83%
8404	百和興業-KY	143	28.35	28.60	27.90	28.40	+0.05	8.89	連2漲	+1.43%
8411	福貞-KY	177	16.20	16.20	15.80	15.90	-0.25	7.27	平→跌	-1.55%
8422	可寧衛	62	170.0	172.0	170.0	172.0	+2.0	17.75	連3跌→漲	+1.18%
8438	昶昕	51	31.00	31.00	29.95	30.75	+0.75	10.79	跌→漲	+2.50%
8442	威宏-KY	108	62.3	64.5	61.6	64.0	+2.7	19.90	連4跌→漲	+4.40%
8463	潤泰材	355	19.90	20.40	19.40	19.75	-0.15	-	連4跌	-3.66%
8464	億豐	1205	275.0	287.0	275.0	286.0	+14.0	13.33	平→漲	+5.15%
8466	美吉吉-KY	7	44.00	44.00	44.00	44.00	+0.20	35.90	連2漲	+1.15%
8467	波力-KY	347	60.5	64.0	60.5	62.7	+2.5	24.47	連4跌→漲	+4.15%
8473	山林水	32	30.00	30.05	29.95	30.00	0.00	31.91	連2平	0.00%
8478	東哥遊艇	5440	198.5	205.0	197.0	203.0	+8.0	13.92	連2漲	+8.85%
8480	泰昇-KY	8	67.1	67.1	66.0	66.6	+0.6	11.09	平→漲	+0.91%
8481	政伸	29	59.1	59.3	58.7	59.3	+0.2	9.58	連2跌→漲	+0.34%
8482	商億-KY	8	71.2	71.2	71.0	71.0	-0.4	8.28	連2跌	-2.20%
8488	吉源-KY	7	15.90	16.00	15.90	16.00	+0.10	18.93	平→漲	+0.63%
9802	鈺齊-KY	3724	155.5	163.0	155.0	162.5	+7.0	20.57	連2漲	+6.21%
9902	台火	13	10.45	10.55	10.45	10.55	+0.10	9.33	平→漲	+0.96%
9904	寶成	3755	26.70	27.00	26.55	26.95	+0.65	6.06	連3跌→漲	+2.47%
9905	大華	49	25.00	25.10	25.00	25.05	-0.05	13.07	連4跌	-1.57%
9907	統一實	2670	16.05	16.35	16.05	16.25	+0.10	11.14	連2漲	+1.56%
9910	豐泰	1799	157.0	165.5	155.0	165.5	+15.0	26.68	連6跌→漲	+9.97%
9911	櫻花	108	63.4	63.6	62.5	63.4	+1.0	13.36	連3跌→漲	+1.60%
9914	美利達	1131	226.0	232.5	226.0	231.5	+6.5	14.30	連2漲	+3.12%
9917	中保科	134	103.0	103.0	102.0	103.0	0.0	17.20	連2漲→平	0.00%
9919	康那香	1478	16.20	16.65	16.00	16.50	+0.50	69.57	平→漲	+3.13%
9921	巨大	604	248.0	254.5	246.5	248.0	+8.0	14.88	連2跌→漲	+3.33%
9924	福興	105	40.30	40.70	40.25	40.40	+0.20	12.22	連3跌→漲	+0.50%
9925	新保	50	39.30	39.30	39.10	39.20	+0.10	15.33	連2跌→漲	+0.26%
9927	泰銘	169	40.00	40.50	40.00	40.40	+0.50	8.11	連4跌→漲	+1.25%
9928	中視	105	14.65	16.05	14.65	16.05	+1.45	-	平→漲	+9.93%
9929	秋雨	124	9.04	9.04	8.66	8.95	+0.05	-	跌→漲	+0.56%
9930	中聯資源	51	46.70	46.70	46.30	46.30	+0.10	15.45	跌→漲	+0.22%
9933	中鼎	2526	43.30	43.95	43.00	43.60	+1.10	12.50	跌→漲	+2.59%
9934	成霖	332	12.05	12.15	12.00	12.15	+0.25	-	連3跌→漲	+2.10%
9935	慶豐富	61	17.65	18.10	17.65	17.90	+0.20	-	連2跌→漲	+1.13%
9938	百和	1333	57.0	58.9	56.8	57.0	+0.3	8.70	連3漲	+2.20%
9939	宏全	329	73.0	73.6	73.0	73.5	+0.7	10.27	連2漲	+1.24%
9940	信義	587	29.75	30.35	29.75	30.30	+0.55	9.27	跌→漲	+1.85%
9941	裕融	917	176.5	180.5	176.5	180.0	+3.5	14.94	連2漲	+2.56%
9941A	裕融甲特	21	50.4	50.5	50.4	50.5	+0.1	-	連2跌→漲	+0.20%
9942	茂順	135	86.8	87.5	86.3	87.2	+1.2	12.91	連2跌→漲	+1.40%
9944	新麗	68	20.40	20.45	20.20	20.45	+0.05	4.08	連4跌→漲	+0.25%
9945	潤泰新	7874	55.9	57.8	55.9	57.7	+1.7	8.71	連2跌→漲	+3.04%
9955	佳龍	4189	21.80	21.90	21.10	21.30	-0.90	-	連2跌	-7.99%
*** 21	化學工業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=21
1708	東鹼	4689	46.30	48.00	46.30	47.95	+1.65	11.60	連2漲	+5.50%
1709	和益	1161	23.85	24.05	23.85	24.05	+0.40	11.05	連3跌→漲	+1.69%
1710	東聯	789	17.00	17.20	16.95	17.10	-0.05	57.17	連4跌	-2.84%
1711	永光	1827	19.30	19.80	19.30	19.60	+0.45	22.27	連3跌→漲	+2.35%
1712	興農	966	34.65	35.00	34.50	34.60	0.00	12.72	漲→平	0.00%
1713	國化	30	23.50	23.75	23.50	23.65	+0.15	20.43	連2漲	+1.03%
1714	和桐	1015	8.92	8.95	8.89	8.90	+0.02	14.56	跌→漲	+0.23%
1717	長興	1499	31.50	31.50	31.20	31.45	+0.35	11.23	連3跌→漲	+1.13%
1718	中纖	807	7.66	7.73	7.64	7.70	+0.11	-	連3跌→漲	+1.45%
1721	三晃	756	15.30	15.50	15.30	15.30	+0.25	-	連3跌→漲	+1.66%
1722	台肥	1832	63.8	64.1	63.4	63.8	+0.4	20.26	連2漲	+0.95%
1723	中碳	784	113.5	114.5	112.5	113.5	-0.5	17.92	漲→跌	-0.44%
1725	元禎	172	21.40	22.10	21.30	21.75	+0.25	12.29	跌→漲	+1.16%
1726	永記	33	72.1	72.8	72.1	72.2	+0.2	14.31	連2跌→漲	+0.28%
1727	中華化	570	30.00	31.00	30.00	30.45	+0.65	15.85	連3跌→漲	+2.18%
1730	花仙子	22	56.5	57.0	56.5	56.9	0.0	13.29	連2跌→平	0.00%
1732	毛寶	339	28.80	29.65	28.80	29.30	+0.65	84.26	連4跌→漲	+2.27%
1735	日勝化	5	14.00	14.00	13.90	13.90	+0.10	-	連3跌→漲	+0.72%
1773	勝一	215	143.0	145.5	143.0	143.5	+1.5	16.03	連4跌→漲	+1.06%
1776	展宇	14	18.80	19.20	18.80	18.95	0.00	9.52	跌→平	0.00%
3708	上緯投控	814	104.0	105.0	103.0	104.0	+1.5	50.25	平→漲	+1.46%
4720	德淵	122	13.60	13.75	13.55	13.75	+0.20	41.06	平→漲	+1.48%
4722	國精化	20	36.50	36.55	36.30	36.45	+0.55	9.11	平→漲	+1.53%
4739	康普	1992	117.5	119.5	117.5	118.0	+0.5	22.60	連4跌→漲	+0.43%
4755	三福化	1103	143.5	144.0	142.0	144.0	+4.0	15.68	連4跌→漲	+2.86%
4763	材料-KY	78	103.5	106.0	103.5	106.0	+2.5	8.88	跌→漲	+2.42%
4764	雙鍵	11	55.1	55.1	54.0	54.2	0.0	40.45	跌→平	0.00%
4766	南寶	58	129.0	130.0	128.5	130.0	+1.0	11.77	連2跌→漲	+0.78%
4770	上品	152	250.5	255.5	250.5	255.0	+5.5	17.28	連4跌→漲	+2.20%
*** 22	生技醫療業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=22
1598	岱宇	93	37.90	38.10	37.65	37.95	+0.45	36.06	跌→漲	+1.20%
1701	中化	244	20.60	20.85	20.60	20.85	+0.30	12.76	連3跌→漲	+1.46%
